rep,nullA_T,nullB_T,nullA_qSpearman,nullB_qSpearman,nullA_T_d2,nullA_T_d3,nullA_T_d4,nullA_T_d5,nullA_T_d6,nullA_T_d7,nullA_T_d8,nullA_T_d9,nullA_T_d10,nullA_T_d11
747,0.004458,-0.000997,0.03012,0.022685,0.002185,0.001947,0.001907,0.001635,0.000456,0.003005,0.005365,-0.001427,0.003941,0.005748
748,0.003741,0.001193,0.027405,0.025076,0.003121,0.002215,0.001038,0.00215,0.002273,0.002594,0.003155,-0.000503,0.006841,-0.003237
749,0.002616,-0.000184,0.029068,0.023514,0.002652,0.002484,0.003763,0.002037,0.00242,0.003773,0.001438,0.001029,0.00281,-0.006418
750,0.002949,0.000276,0.027836,0.022683,0.003317,0.002073,0.000558,0.001245,0.002897,0.003699,0.005044,-0.000177,0.004009,0.002616
751,0.002064,-0.000514,0.028576,0.024287,0.004002,0.002732,0.000121,0.000762,0.004352,0.002431,0.002421,0.001861,0.005073,0.006293
752,0.001265,-0.001443,0.027708,0.025901,0.003348,0.003222,0.00369,-0.000301,0.00351,-0.000141,0.00481,0.003745,0.006488,-0.004007
753,0.003321,0.001513,0.029713,0.025195,0.002926,0.000646,0.0043,0.001234,0.003246,0.001279,9.8e-05,0.003558,0.006264,-0.000552
754,0.001962,-0.000428,0.029322,0.023927,0.00404,0.003588,0.002589,0.002724,-0.000809,0.001878,0.003595,0.001631,0.003679,-0.001701
755,0.001961,-0.00084,0.0291,0.024592,0.001969,0.002293,0.005106,0.001267,0.00128,0.00359,0.00497,0.004797,-0.003363,-0.001187
756,0.001227,0.001571,0.02642,0.025266,0.002303,0.000166,0.002049,0.002162,0.005655,0.003565,0.004444,0.005,0.001689,0.00619
757,0.006029,-0.000191,0.032173,0.024927,0.003721,0.001331,-0.000227,0.000615,0.004066,-0.000808,0.006295,0.000325,-0.00479,0.008598
758,0.002171,-0.002126,0.028477,0.023107,0.001966,0.003581,0.004974,0.002336,0.002077,-0.000345,0.002489,0.002448,0.004299,-0.004766
759,0.003632,0.000366,0.028448,0.02371,0.002695,0.001221,0.001381,0.002892,0.002037,0.005392,0.001128,-0.001132,0.006289,0.001821
760,0.001119,-0.001652,0.02827,0.022876,0.004018,0.001794,-0.001031,0.004491,0.000966,0.006993,0.004248,0.003636,-0.002153,0.007578
761,0.005836,-0.001009,0.030599,0.023097,0.001856,0.003958,-0.000407,0.001867,-0.000805,0.001547,0.001329,0.005165,0.006584,-0.001559
762,0.002272,0.000724,0.028929,0.024673,0.002258,0.00348,0.003103,0.002909,0.005419,0.000681,0.00152,-0.000116,0.001337,-0.005035
763,-3.8e-05,-0.001995,0.027326,0.022675,0.00145,0.002434,0.003334,0.003482,0.002805,0.006292,-0.000997,0.007898,0.003083,0.002462
764,0.002701,0.000707,0.027839,0.026816,0.002385,0.003247,0.003519,0.002163,0.001893,0.002836,0.002257,0.002582,-0.003305,0.001795
765,0.001742,-0.000562,0.026167,0.02478,0.001838,0.001294,0.003659,0.002449,0.002654,0.001865,0.003746,0.005486,0.002213,0.006911
766,0.004994,-0.000518,0.028301,0.023289,0.003193,0.001183,0.000576,0.001609,0.004389,0.004868,0.001697,0.000118,-0.003267,-0.001235
767,0.00146,-0.001233,0.02675,0.023897,-0.000459,0.002568,0.002582,0.002415,0.003534,0.00505,0.005878,0.002444,0.002683,0.00892
768,0.002058,0.00156,0.028356,0.024289,0.002928,0.002,0.002475,0.00124,0.005555,0.001715,0.00134,0.00401,0.002781,0.00047
769,0.004199,-0.000236,0.028469,0.024603,0.003774,0.000969,0.002161,0.002982,0.003049,0.001957,0.001203,-0.002482,0.002701,0.001866
770,0.002563,0.001263,0.028236,0.023461,0.003812,0.002803,0.000725,0.003667,0.000717,0.001129,0.001053,0.002905,0.006838,0.003962
771,0.002673,-1.6e-05,0.028515,0.023887,0.002784,-0.000144,0.004914,0.002917,0.002111,-0.000553,0.002802,0.001423,0.003681,0.015079
772,0.002896,0.000701,0.02946,0.02321,0.002273,0.001093,-0.001684,0.003575,0.003255,0.006281,0.004395,0.005268,0.000453,0.002479
773,0.001929,0.000733,0.028483,0.027342,0.001622,0.001083,0.001543,0.00561,0.004612,0.002377,0.004917,-0.001221,0.006955,-0.004658
774,0.003434,-0.001578,0.02799,0.023702,0.001843,0.001325,0.004663,-0.000157,0.000755,0.00302,0.000991,0.007846,0.001053,0.010209
775,0.004173,-0.001501,0.029223,0.023538,0.003655,0.002541,-0.001136,0.001863,0.001182,0.003348,0.002484,0.00748,-0.004726,0.007466
776,-0.000329,0.000541,0.027204,0.02466,0.002776,0.002272,0.002818,0.005713,0.001792,0.000862,0.003936,0.006607,0.000992,0.003752
777,0.002234,0.000612,0.027555,0.026908,0.003253,0.000931,0.005112,0.002114,0.004251,0.002357,0.004455,-0.00017,-0.003249,-0.005659
778,0.000156,-0.000727,0.025839,0.025108,0.004982,0.002429,0.003565,0.003557,-0.001706,0.006242,0.000648,0.004252,-0.001269,0.002953
779,0.001235,-0.002136,0.028259,0.023594,0.003205,0.00281,0.004788,0.004521,0.000521,-0.001129,0.004866,0.001641,-0.00296,0.006741
780,0.001979,-0.003472,0.027821,0.022332,0.002512,0.003884,0.002497,0.003319,-2.7e-05,0.00324,0.003345,0.002143,0.000239,0.002255
781,0.004695,-0.000523,0.027792,0.025046,0.001568,0.002083,0.003132,-0.000852,0.003396,0.00343,0.001535,0.002233,0.001707,0.004652
782,0.002786,0.001607,0.027589,0.026005,0.001957,0.001675,0.003659,0.003299,0.003878,0.001796,0.003687,-0.001465,0.000148,0.003049
783,0.000524,0.000164,0.028193,0.024488,0.004837,0.002147,0.001627,0.002174,0.0049,0.00263,0.000132,0.001759,0.001799,0.010233
784,0.001734,-0.000164,0.026684,0.024146,0.002351,0.001111,0.003761,0.002793,0.002971,0.002325,0.003814,-0.000494,0.001401,0.015351
785,0.003077,0.000544,0.027604,0.022238,0.004083,0.001582,0.00231,0.001065,0.000476,0.004405,0.001496,0.004789,0.000134,0.003142
786,0.002056,0.000102,0.030682,0.023966,0.001911,0.003739,0.004239,0.003875,0.001015,0.00152,-0.001007,0.003112,0.001182,0.00582
787,0.00328,0.002062,0.030958,0.024991,0.002274,0.002297,0.003506,-0.000385,0.002249,0.002343,0.002261,0.00359,0.006017,0.001679
788,0.002713,-0.000672,0.02928,0.025416,0.000685,0.002393,0.002623,0.003925,0.002028,0.004862,0.001534,0.002743,0.004173,-0.002311
789,0.003014,0.001243,0.029471,0.024088,0.002751,0.003334,0.002172,0.001255,0.004437,0.000963,0.000515,0.003293,-0.003885,0.01119
790,0.001378,0.000385,0.028756,0.025981,0.00216,0.002603,0.004281,-0.001174,0.001078,0.006958,0.003162,0.003412,0.002323,0.008632
791,0.00034,0.00324,0.027734,0.02502,0.003227,0.003303,0.0036,0.001739,0.004408,-0.00161,0.005244,0.00224,-0.000791,0.012219
792,0.0019,0.00035,0.026308,0.024133,0.001361,0.003577,0.004364,0.003448,0.000726,0.004725,0.004723,0.0002,-0.004637,-0.000735
793,0.001662,0.000838,0.029114,0.02456,0.001788,0.002366,0.004662,0.003107,0.000674,0.00274,0.001446,0.005573,0.000543,0.005714
794,0.003029,0.000892,0.029727,0.024537,0.00265,0.001513,0.003018,0.003722,0.001357,0.005381,0.001117,0.00162,-0.002853,0.001315
795,0.001963,3.7e-05,0.028034,0.025548,0.001482,0.003252,0.003664,0.001137,0.004804,0.006369,0.000561,-0.00245,0.00048,0.004085
796,0.001018,0.003358,0.027717,0.026546,0.001199,0.002635,0.004985,0.000801,0.0045,0.006612,0.002186,-0.000458,0.003986,-0.004139
797,-0.000943,-0.001193,0.027137,0.022817,0.001405,0.002716,0.004581,0.002221,0.005088,0.004618,0.003015,0.005649,0.002445,-0.004095
798,0.00093,-0.001203,0.029168,0.021907,0.003177,0.004358,0.003629,0.000407,0.00368,-0.000772,0.003679,0.003199,0.000668,0.006598
799,0.003091,0.000681,0.028142,0.022464,0.000817,0.004199,0.002649,0.007001,-0.002577,0.000553,0.003122,0.001923,0.004607,-0.001381
800,0.001236,0.002104,0.028922,0.023385,0.002411,0.000383,0.003832,0.00342,0.007879,0.004741,-0.002001,-0.002029,0.00278,0.005434
801,0.001284,0.000246,0.028735,0.023642,0.003441,0.005103,0.001275,0.001722,0.00283,0.00333,0.001439,0.002195,-0.002073,0.004928
802,0.001672,0.0014,0.029783,0.023133,0.004615,-0.000345,0.001947,0.004232,0.002424,0.004042,0.002066,0.002945,0.001581,0.002014
803,0.00067,-0.002136,0.026922,0.024367,0.001257,0.001884,0.00517,0.003671,0.002245,0.003014,0.00348,0.001292,0.004854,0.00373
804,0.001185,-0.001304,0.02731,0.023891,0.003992,0.002183,0.002417,0.002807,0.001872,0.002044,0.004414,0.004754,0.002964,-0.007344
805,0.002348,0.000231,0.02737,0.02394,0.001097,0.004593,0.004636,0.001129,-0.000137,0.00347,0.002053,0.004899,0.001912,-0.002847
806,0.001527,-0.004413,0.028653,0.019977,0.003983,0.004828,0.001849,0.002821,0.005799,0.00252,-0.002158,-0.002877,0.003477,-0.008415
807,0.00047,0.000322,0.028544,0.023417,0.004376,0.001881,0.001245,0.003755,-0.000869,0.00541,0.005501,0.003224,0.006925,-0.005838
808,0.003697,-0.000438,0.031372,0.022583,0.002026,0.002931,0.003504,0.002046,0.00267,0.001769,0.002308,-0.001526,0.000633,0.0031
809,0.000932,-3.1e-05,0.027085,0.023871,0.003449,0.001042,0.003895,0.003441,0.004318,0.00052,0.000676,0.00524,0.001656,0.003858
810,0.002718,0.000539,0.027583,0.021946,0.004297,0.003004,0.003478,0.001694,0.002066,0.000544,0.003181,-0.001488,-0.001903,0.004263
811,0.002207,-0.000743,0.028608,0.022997,0.005292,0.001536,0.00056,0.001047,0.003083,0.006653,-0.000606,0.000129,0.001946,0.007177
812,0.000665,0.002611,0.027293,0.023665,0.001981,0.00218,0.004406,0.004727,-0.000204,0.004629,0.003861,-0.001074,0.003024,0.008537
813,0.003504,0.001625,0.030193,0.024316,0.003669,0.001623,0.00223,0.001752,-0.000184,0.003375,0.003805,0.002799,0.000711,0.002885
814,0.003718,0.000312,0.030323,0.02375,0.00159,0.000601,0.001005,0.002894,0.005006,0.001609,0.001743,0.00251,0.007723,0.005146
815,0.003211,-0.001022,0.030487,0.024393,0.002892,0.003835,0.003776,0.004954,0.003116,-0.003928,-0.002185,0.000353,0.003746,0.000981
816,0.003456,-0.000408,0.030901,0.023047,0.003076,0.001654,0.003669,0.002104,0.002216,0.00072,0.005274,-0.00246,0.002124,0.000917
817,0.004796,-0.000556,0.027199,0.025011,0.003006,0.000497,0.00272,0.00333,0.00077,0.000615,-0.000446,0.006813,-0.003063,0.011051
818,0.002112,-0.000235,0.02714,0.022733,0.002885,0.000183,0.003769,0.002471,0.001365,0.003644,0.003462,0.006706,-0.000699,0.003363
819,0.003357,0.000827,0.02809,0.024959,0.003221,0.000411,0.001388,0.001256,0.002052,0.003796,0.003456,0.004531,0.00489,0.002429
820,0.002908,-0.001564,0.027941,0.022285,0.003437,0.003256,1.3e-05,0.002056,0.00286,0.001026,0.001306,0.005162,0.001349,0.00779
821,0.002117,-0.00042,0.02748,0.022851,0.001552,0.000414,0.002775,0.004706,0.004105,0.00203,0.000143,0.007068,0.001275,0.006857
822,0.004322,0.00263,0.027821,0.023339,0.002072,0.001264,0.002155,0.00293,0.000822,0.002592,0.003622,0.000208,0.003728,0.005758
823,0.00214,0.000458,0.026896,0.021191,0.00583,0.003275,0.00377,0.000448,-0.001103,0.001835,1.5e-05,0.001963,0.003702,0.002915
824,0.004423,-0.001504,0.02934,0.022514,0.005033,0.002997,0.000428,0.000429,0.001815,0.003895,-0.000931,0.003315,-0.002658,-0.000134
825,0.004407,-0.000349,0.028416,0.021578,0.003377,0.000796,0.001491,0.002172,0.003554,0.00433,0.001855,-0.00432,0.00301,0.003596
826,0.002512,-0.002765,0.03026,0.023222,0.002518,0.003349,0.001628,-0.00015,0.001476,0.007104,0.002749,0.002281,-0.000809,0.008189
827,0.002968,-0.002047,0.026808,0.022067,0.00203,0.000911,0.002263,0.005438,0.000594,0.002049,0.001156,0.005191,0.002859,0.006518
828,0.003478,0.002426,0.028813,0.024578,0.004171,0.002034,0.000375,0.002909,0.001841,0.002468,0.002265,0.002115,0.002292,-0.001497
829,0.002667,-0.001722,0.027982,0.024438,0.005674,0.001974,0.004134,0.004312,0.000627,-0.000617,0.002397,-0.000396,-0.005091,-0.002349
830,0.003075,0.001366,0.029958,0.023417,0.001071,0.002557,0.001225,0.005091,0.000723,0.005232,0.000763,0.001711,0.00419,0.003642
831,0.00114,0.003177,0.026855,0.024136,0.002631,0.001842,0.002296,0.002757,0.005106,0.001695,0.001062,0.006341,0.003747,0.000758
832,0.001235,0.00122,0.028068,0.024832,0.003004,0.00252,0.003836,0.002397,0.001322,0.002606,0.004316,-0.0021,0.007371,0.003122
833,0.002274,0.001408,0.027332,0.024936,0.002538,0.003282,0.002631,0.000594,0.002929,0.001837,0.003126,0.001931,0.005987,0.001436
834,0.002359,-0.000533,0.027456,0.023859,0.004457,-0.000808,0.002601,0.00382,0.00502,-0.001801,0.0032,0.002465,0.004254,0.00294
835,0.001032,-0.001658,0.029894,0.02343,0.005295,0.000203,0.003179,0.004352,0.001767,0.003376,0.00399,0.000491,-0.001219,-0.000935
836,0.00224,-0.00098,0.029945,0.025106,0.004039,0.002913,0.002106,0.00346,-0.001916,0.004838,0.001408,-0.000959,0.006568,0.002978
837,0.003858,-0.001689,0.026338,0.023737,0.003802,0.00222,0.00092,0.004663,0.002109,-0.000791,0.000744,0.001653,-0.001005,0.008531
838,0.003734,0.002001,0.028324,0.024826,0.001957,0.001747,0.001979,0.001862,0.003184,0.000439,0.003948,0.004169,0.001237,0.006245
839,0.003449,-0.001491,0.029032,0.024859,0.000838,0.004428,0.000644,0.002238,0.001986,0.003168,0.002093,0.003065,0.005554,0.000249
840,0.003259,0.001205,0.027854,0.024105,0.002194,0.001799,0.001258,0.003222,-0.000104,0.004034,0.004644,0.002915,0.00332,0.003473
841,0.003935,0.000752,0.028735,0.023834,0.003625,0.004098,-0.000219,0.001857,0.003006,-0.000764,0.003383,2.3e-05,0.000196,0.007635
842,0.003395,0.000217,0.029759,0.025058,0.002918,0.001785,0.002237,0.00286,0.001805,0.001257,-0.001475,0.004318,0.008616,0.001586
843,0.002623,-0.001497,0.031084,0.026128,0.002192,0.002272,0.0039,0.002166,0.002989,0.000463,0.002172,0.001079,0.002567,0.008721
844,0.002345,0.000427,0.028413,0.026088,0.001345,0.001699,0.003723,0.00119,0.006303,0.002087,0.00096,0.002807,0.005454,-0.00039
845,0.002841,0.000798,0.030367,0.024503,0.003348,0.002793,0.001874,0.003854,0.002861,0.004133,0.002902,-0.002108,-0.005935,0.000564
846,-0.000334,0.001368,0.027102,0.022736,0.003085,0.002654,0.002274,0.005114,0.003165,0.001984,0.002122,-0.000268,0.007601,0.006722
847,0.000744,0.001987,0.026425,0.025989,0.002726,0.003679,0.000972,0.001874,0.00174,0.00381,0.006679,0.004336,0.00045,0.004132
848,0.003693,-0.00097,0.027821,0.023723,0.005936,0.000981,0.000966,0.000899,0.002631,0.001167,0.002627,0.000777,0.000729,0.004926
849,0.002085,-0.001249,0.028534,0.024548,0.002631,0.001356,0.003812,0.001167,0.002492,0.00764,0.000584,-1.8e-05,0.003082,0.001907
850,0.001052,0.000903,0.027743,0.024219,0.003336,0.001832,0.001638,0.005319,0.002319,0.000259,0.00301,0.00295,0.003639,0.008629
851,0.00181,0.000127,0.026942,0.026087,0.000689,0.003131,0.002789,0.00309,0.004571,-0.000279,0.006163,0.001686,0.000986,0.007038
852,0.000624,0.000278,0.028247,0.025855,0.001988,0.002781,0.003219,0.003606,0.00176,0.005142,0.00139,0.002308,0.004535,0.00314
853,-0.000501,0.002716,0.025776,0.026224,0.004165,0.003459,0.000264,0.003567,0.00675,-0.001349,0.004429,0.002727,0.003012,0.003587
854,-0.000809,0.000809,0.027133,0.024436,0.003107,0.00316,0.003169,0.003852,0.003116,0.001261,0.005666,0.000886,0.005023,0.000281
855,0.001494,0.000403,0.028484,0.023577,0.004561,0.004343,0.000856,0.003318,0.00237,0.001306,-0.000916,0.002949,0.00148,0.003471
856,-0.000255,-0.000163,0.025686,0.023682,0.000474,0.002287,0.003927,0.005956,0.003444,0.001954,0.007895,-0.000936,0.001424,0.005977
857,0.002957,-0.001765,0.029748,0.022429,0.003309,0.002246,0.003405,0.002349,0.002979,0.004384,0.002909,-0.003955,0.001198,-0.007832
858,0.002298,0.001614,0.026907,0.024012,0.001927,0.006087,0.003121,0.000227,0.004617,-0.001117,0.005135,0.00253,-0.006472,0.000423
859,0.002701,0.000214,0.029398,0.025729,0.002936,0.000443,0.001695,0.003351,0.000731,0.002222,0.002164,0.007194,0.007451,0.002959
860,0.001248,-0.001059,0.027949,0.023427,0.003328,0.004098,8.8e-05,0.005387,0.004577,0.000603,0.003773,-0.002499,0.000316,0.002645
861,0.001372,0.000577,0.027695,0.022307,0.003333,-0.000327,0.001403,0.003172,0.003019,0.007048,0.002163,0.006252,-0.000422,0.004954
862,0.003435,0.00028,0.028619,0.024889,0.004022,-9e-05,0.001104,0.005372,0.003531,-0.000551,0.002815,0.000988,0.000579,0.006164
863,0.00452,0.002742,0.027699,0.025713,0.003671,0.002837,0.001785,0.002594,0.003488,0.000897,0.001122,-0.001863,-0.002179,6e-06
864,0.003748,0.000754,0.028596,0.023785,0.000347,0.001846,0.00316,0.003997,0.004403,0.002099,0.005149,-0.000229,-0.003551,-0.000499
865,0.001909,0.001076,0.029177,0.02454,0.001313,0.005183,0.001376,0.001665,0.000985,0.003883,0.001093,0.007145,0.003744,0.001707
866,0.002498,0.002513,0.02796,0.023377,0.002008,0.000742,0.003579,0.001562,0.002572,0.003526,0.002834,0.004018,0.004544,0.004324
867,0.003705,-0.000842,0.029587,0.024438,0.003822,-0.000591,0.003146,0.004634,0.001251,0.002682,-0.000999,-0.000447,0.00406,0.008601
868,0.000857,-0.003184,0.027897,0.024321,0.002053,0.004347,0.003711,0.002381,0.002481,0.001429,0.002575,0.003473,0.00258,0.000284
869,0.002659,-0.001016,0.02892,0.02482,0.00122,0.002362,0.006719,0.002086,0.004121,0.002388,0.00026,-0.002171,0.002402,-0.003192
870,0.002451,-0.002132,0.02874,0.021995,0.002646,0.002434,0.002099,0.005387,0.000803,0.003078,-0.000487,0.000312,0.007247,0.000179
871,0.001832,0.002123,0.029995,0.026809,0.001761,0.000478,0.004517,0.003931,0.002899,0.003071,0.001293,0.005313,0.002324,-0.000635
872,0.000108,-0.000535,0.0283,0.023541,0.002325,0.002886,0.002609,0.003953,0.004265,-0.001434,0.004584,0.005093,0.003792,0.005069
873,0.00313,-0.000724,0.028463,0.022325,0.001046,0.000489,0.000453,0.004535,0.002025,0.005464,0.004357,0.002027,0.00769,0.000593
874,0.002066,-0.001058,0.028004,0.023783,0.001591,0.002784,0.004527,0.001818,0.000427,0.003412,0.003503,0.00567,-0.001592,0.003452
875,0.004194,-5.1e-05,0.0287,0.023652,0.000235,0.003477,0.000586,0.002997,0.005493,0.002836,0.000961,0.002719,-0.002519,0.004014
876,0.001797,0.002931,0.028154,0.023369,0.001229,0.002707,0.005048,0.001142,0.003373,0.002636,0.002969,0.001308,0.003098,0.003382
877,0.000326,-0.001527,0.028382,0.023739,0.00169,0.002007,0.003474,0.004916,0.005881,0.002261,0.002247,0.000115,0.002861,0.001166
878,0.001724,-0.002268,0.027304,0.019169,0.000303,0.003063,0.004293,0.002969,0.0039,0.004125,0.001611,0.001702,0.000577,0.002265
879,0.003133,-0.001342,0.027363,0.02275,0.003586,0.001733,0.002197,0.004598,0.00314,-4.5e-05,-0.000414,0.002214,0.000938,0.002412
880,0.000443,0.002722,0.026601,0.025055,0.002645,0.003077,0.004517,0.006135,-0.002029,0.005072,0.001323,0.000783,0.001493,0.00174
881,0.001211,0.002641,0.026609,0.022869,0.00214,0.005385,0.000446,0.002272,0.00241,0.003245,0.000497,0.00369,0.004385,0.0084
882,0.002223,-0.001051,0.028307,0.022433,0.002723,0.003557,0.004072,0.000249,0.00268,0.000751,0.001772,0.007098,-0.002491,0.002331
883,0.001617,0.003589,0.027085,0.027624,0.003737,0.002334,0.003832,0.001953,0.001347,-0.001326,0.006267,-0.00123,0.007051,0.006208
884,0.004255,-0.001787,0.029637,0.022335,0.000858,0.002398,-0.000263,0.004167,0.001801,-6.9e-05,0.002488,0.006718,0.007247,0.004516
885,0.001316,-0.000429,0.027141,0.025066,0.002498,0.002875,0.00188,0.002888,0.003491,0.005805,0.001991,0.001752,-0.00023,0.000406
886,0.002797,-0.001168,0.030723,0.024711,0.00127,0.003182,0.001626,0.002196,0.003157,0.005008,0.001369,0.005632,0.001105,-0.005321
887,0.004995,-0.002395,0.026743,0.023891,0.000875,0.003287,0.001729,0.001984,0.00254,0.003508,0.000108,0.003379,-0.001229,0.001635
888,0.002715,0.001661,0.027366,0.025327,0.001482,0.002493,0.000951,0.002891,0.001126,0.006706,-0.000907,0.005963,0.005064,0.00399
889,0.001442,0.000735,0.027344,0.023355,0.00211,0.001286,0.003313,0.003252,0.002493,0.001892,0.007128,0.004278,-0.000499,0.000931
890,0.003844,0.000122,0.02971,0.023901,0.000258,0.002707,0.001936,0.004416,0.003216,0.004827,-5e-05,0.00404,-0.002157,-0.00326
891,0.002106,-0.001455,0.029318,0.023786,0.003297,0.001554,0.001054,0.00209,0.004596,0.000117,0.00533,0.004802,0.003872,-0.001206
892,0.001771,0.002076,0.026956,0.026797,0.002383,0.003261,0.002211,0.004782,0.003465,0.002547,0.001497,-0.005988,0.010386,-0.002705
893,0.001014,-0.002042,0.02896,0.022844,0.004351,0.005339,-1.2e-05,0.000361,0.003247,0.005255,-0.000457,7.1e-05,0.005083,0.004319
894,0.001479,-0.000507,0.028132,0.028163,0.002001,0.002364,0.003605,0.000921,0.002142,0.002641,0.001426,0.005064,0.004337,0.015202
895,0.00403,0.001865,0.031165,0.02611,0.002595,0.001461,0.003574,0.00231,0.003654,-9.3e-05,0.000615,0.000615,0.002213,0.005307
896,0.004378,-0.000635,0.029156,0.023419,0.000442,-0.001192,0.005421,0.000763,0.004055,0.003661,0.004706,0.004733,-0.001489,0.0003
897,0.000721,0.000135,0.028198,0.023396,0.003563,0.004353,0.002455,0.00226,0.002891,0.002346,-0.000222,0.0045,0.001274,0.001015
898,0.002012,0.000467,0.028982,0.025426,0.000886,0.004766,0.003549,0.005402,0.000943,-0.001437,0.002212,0.001521,0.001792,0.007979
899,0.003871,0.001617,0.029761,0.024476,-0.000681,0.002526,0.004885,0.00452,0.001443,0.00313,-0.001166,0.000648,-0.000445,0.013696
900,0.001727,0.000551,0.028543,0.024459,0.004888,0.001653,0.001702,0.003578,0.003198,0.000263,0.002015,0.001786,0.004665,-0.000911
901,0.001957,0.000991,0.031417,0.019986,0.001958,0.002198,0.003937,-2.2e-05,0.002094,0.00303,0.005319,0.002969,0.002339,0.009169
902,0.004723,-0.000263,0.029185,0.025974,0.003223,0.000491,0.002479,0.002557,0.002892,0.001901,0.001864,0.000147,-6e-05,0.002556
903,0.004136,0.002279,0.029142,0.025559,0.001617,0.001809,0.003345,0.002647,0.001885,0.001389,0.003007,-0.000198,0.000913,0.008783
904,0.004928,0.002157,0.030673,0.02529,0.000824,0.002599,0.003123,0.002036,0.002094,0.000836,0.004108,-0.001607,0.00302,0.004038
905,0.00252,0.000617,0.030288,0.025224,0.003456,0.000178,0.001226,0.003477,0.00476,0.00085,0.002956,0.004502,0.001319,0.004871
906,0.002468,0.001583,0.027469,0.022476,0.002239,0.003517,0.002346,3.5e-05,0.003551,0.003367,0.001976,0.003861,0.002811,0.000295
907,0.004118,0.000113,0.027154,0.023641,0.001245,-0.000309,0.003199,0.002803,0.001762,0.004984,0.002069,0.001566,0.002001,0.011063
908,0.000901,-0.000317,0.026895,0.023073,0.005071,0.004064,0.001688,0.001072,0.002228,0.002097,0.002786,0.001496,0.003702,-0.001455
909,0.001977,0.003059,0.026123,0.023734,0.002388,0.002392,0.002343,0.002408,0.003968,0.003572,9.4e-05,0.004599,-0.002576,0.010141
910,-0.000131,-0.000907,0.026157,0.023961,0.001134,0.001741,0.001947,-6.1e-05,0.008301,0.003963,0.006058,0.006148,0.000618,0.009523
911,0.003684,-0.000189,0.029178,0.024547,0.003919,-0.000536,0.002556,0.005219,0.00139,0.000168,-0.001161,0.004588,0.003738,0.006056
912,0.003233,0.001298,0.027045,0.025309,0.00116,0.002887,0.002455,0.001508,0.003112,-0.000833,0.005125,0.003347,0.003652,0.007867
913,0.002539,0.002124,0.027749,0.023309,0.005296,0.001617,0.002186,0.001648,0.001955,0.003499,0.001207,-0.000413,0.003053,0.000185
914,-2.3e-05,0.0009,0.027454,0.024981,0.001922,0.002676,0.001968,0.001721,0.004066,0.004338,0.006455,0.002375,0.004446,0.004837
915,0.005301,-0.000952,0.030162,0.022393,0.001323,0.002032,0.004506,0.000625,6.4e-05,0.000848,0.004318,0.002063,0.000399,0.004372
916,5.2e-05,-0.001889,0.029058,0.023724,0.002036,0.003396,0.00623,0.001827,0.003012,0.001795,0.004772,-0.003077,0.003868,0.004828
917,0.00196,-0.000459,0.028152,0.026049,0.002565,0.002604,0.003937,0.001872,0.004382,0.0024,0.001837,0.00276,-0.002649,0.000276
918,0.001766,-0.001833,0.029272,0.02635,0.003271,0.00557,0.000336,0.004521,-0.001258,0.002363,0.003414,0.004204,-0.000318,-0.003022
919,0.002819,-0.000929,0.029894,0.023196,0.000671,0.002797,0.000854,0.004599,0.004202,0.000783,0.001155,0.001806,0.005365,0.011862
920,0.002744,-0.00093,0.029948,0.025147,0.000982,0.00305,0.0025,0.004605,0.004044,0.000951,0.004965,0.000798,-0.00231,-0.003013
921,0.003977,-0.000724,0.029133,0.025547,0.000153,-0.001177,0.002596,0.003876,0.005709,0.003855,0.001748,0.002907,0.00415,0.003381
922,0.00067,0.001881,0.027609,0.023362,0.004675,0.004409,0.000486,0.00169,0.002401,0.003726,0.002288,0.002512,-0.000389,0.005122
923,0.003108,-0.000587,0.029885,0.025221,0.000216,0.002393,0.00205,0.004615,0.002294,0.003847,0.001981,0.009361,-0.008287,0.004536
924,0.003427,-0.001741,0.028957,0.024952,-0.000678,0.001285,0.0036,0.004876,0.00242,0.002982,0.00249,0.004738,0.003527,-0.002645
925,0.000715,-0.001373,0.028582,0.021866,0.001219,0.003633,0.003528,0.003475,0.003164,0.004994,0.00484,0.001047,-0.002671,-0.00268
926,0.003717,-0.001472,0.027965,0.024707,-0.002259,0.003273,0.002634,-0.000119,0.001088,0.004097,0.005074,0.006041,0.013527,0.002969
927,0.001931,0.000899,0.027365,0.024132,0.002398,0.001135,0.00659,0.002649,0.002727,0.002026,0.00161,0.001025,-0.001942,0.0051
928,0.000164,-0.002148,0.027821,0.024373,0.004387,0.001102,0.00686,0.00068,0.003254,0.002215,0.003078,0.002098,0.000715,-0.002293
929,-0.000369,-0.000697,0.030063,0.024074,0.003249,0.002524,0.004769,0.001864,0.002213,0.002209,0.00332,0.002122,0.009643,-0.002003
930,0.006195,-0.000692,0.028815,0.022672,-1.4e-05,0.003767,0.001885,-0.000598,-0.002792,0.007008,0.002867,0.002255,0.001381,0.011522
931,0.00408,-0.000743,0.029663,0.024648,0.003564,0.00169,0.000815,0.00573,0.001278,-0.002931,0.001205,0.000863,0.00565,0.009611
932,0.003779,-0.002738,0.029594,0.022557,0.005026,0.000536,0.000419,0.004215,0.004895,-0.00249,0.002422,0.002526,0.000862,-0.001835
933,0.001612,0.001798,0.028402,0.022215,0.000447,0.001505,0.004351,0.002863,0.003738,0.005115,-0.001884,0.003654,0.008973,0.00366
